,e1,relation,e2,date,predictions
174,North Korea,Engage in negotiation,Japan,2014-06-19,"['Japan', 'Josh Earnest', 'Barack Obama', 'Kuwait', 'Ministry (France)', 'North Korea', 'Christian Democratic Union', 'Cleric (Iraq)', 'Vietnam', 'Party Member (Taiwan)']"
175,Protester (Egypt),"Protest violently, riot",Police (Egypt),2014-01-12,"['Police (Burundi)', 'Abdel Fattah Al-Sisi', 'Sudan', 'Greenpeace', 'Protester (Egypt)', 'Nicos Anastasiades', 'Ministry (Egypt)', 'Cabinet / Council of Ministers / Advisors (Somalia)', 'Lawmaker (Indonesia)', 'Independent Corrupt Practices Commission']"
176,Election Commission (India),Criticize or denounce,Azam Khan,2014-04-16,"['Macky Sall', 'Office of the United Nations High Commissioner for Human Rights', 'Progressive Party (Nigeria)', 'Isaias Afewerki', 'Militant (Yemen)', 'Head of Government (Pakistan)', 'Member of Legislative (Govt) (Liberia)', 'Election Commission (India)', 'Company - Owner or Operator (Nigeria)', 'National Unity Party (Somalia)']"
177,Xi Jinping,Consult,Barack Obama,2014-11-16,"['Barack Obama', 'Trade Union Congress', 'Sheikh Hamad bin Isa al Khalifah', 'Citizen (Brazil)', 'Isaias Afewerki', 'Xi Jinping', 'Head of Government (China)', 'Ministry (Venezuela)', 'Ministry (Egypt)', 'Massoud Barzani']"
178,Mohammad Javad Zarif,Consult,Catherine Ashton,2014-02-20,"['Catherine Ashton', 'Court Judge (Nigeria)', 'Abdul Aziz', 'Head of Government (Qatar)', 'Criminal (Tanzania)', 'Information Ministry (India)', 'Mohammad Javad Zarif', 'Israeli Defense Forces', 'Toomas Hendrik Ilves', 'Romania']"
179,Police (Israel),Make statement,Criminal (Israel),2014-02-05,"['""Awami (People\\\'s) League""', 'Businessperson (Australia)', 'Mevlut Cavusoglu', 'Colombia', 'Militant (Nigeria)', 'Ministry (Tunisia)', 'Cameroon', 'Foreign Affairs (Venezuela)', 'Evangelos Venizelos', 'Police (Israel)']"
180,Victor Ponta,Make statement,Klaus Johannis,2014-05-26,"['Shahin Mustafayev', 'Head of Government (Mexico)', 'Poland', 'Toomas Hendrik Ilves', 'Viktor Orban', 'Treasury/Finance Ministry (Bangladesh)', 'Victor Ponta', 'Democratic Forces for the Liberation of Rwanda', 'Member of Parliament (Germany)', 'Barack Obama']"
181,France,Consult,Foreign Affairs (Israel),2014-01-16,"['Government (Argentina)', 'Foreign Affairs (Israel)', 'Public Prosecutor (Greece)', 'Citizen (Greece)', 'Employee (India)', 'Labor Union (India)', 'Militant (Libya)', 'Military (Vietnam)', 'Men (Jordan)', 'France']"
182,South Korea,Express intent to engage in diplomatic cooperation (such as policy support),North Korea,2014-10-07,"['North Korea', 'High Ranking Military Personnel (United Kingdom)', 'Opposition Supporter (Pakistan)', 'South Korea', 'Military (Argentina)', 'International Court of Justice', 'Militant (International)', 'Al Jazeera', 'Iran', 'Xi Jinping']"
183,Didier Burkhalter,Make statement,Catherine Ashton,2014-08-02,"['Government (Sweden)', 'Colombia', 'Catherine Ashton', 'Geo TV', 'Raheel Sharif', 'Didier Burkhalter', 'Government (Palestinian Territory', 'Occupied)', 'Børge Brende', 'Refugee (Chad)', 'Ishaq Dar']"
184,Alexander Lukashevich,Make statement,Representatives (Iraq),2014-07-11,"['Political Parties (Haiti)', 'Government (Sweden)', 'Arseniy Yatsenyuk', 'Greenpeace', 'Massoud Barzani', 'Armed Opposition (India)', 'Ministry (Thailand)', 'Abhisit Vejjajiva', 'Alexander Lukashevich', 'Nguyen Phu Trong']"
185,Micky Rosenfeld,Make statement,Criminal (Israel),2014-02-23,"['""Awami (People\\\'s) League""', 'Businessperson (Australia)', 'Mevlut Cavusoglu', 'Colombia', 'Militant (Nigeria)', 'Ministry (Tunisia)', 'Cameroon', 'Foreign Affairs (Venezuela)', 'Evangelos Venizelos', 'Micky Rosenfeld']"
186,Police (Hong Kong),Physically assault,Protester (Hong Kong),2014-10-18,"['Student (Hong Kong)', 'Mohammad Javad Zarif', 'Finance / Economy / Commerce / Trade Ministry (Canada)', 'Protester (Hong Kong)', 'Member of Parliament (Australia)', 'Special Rapporteurs of the United Nations', 'Police (Hong Kong)', 'Muslim (Afghanistan)', 'Political Parties (Haiti)', 'Abdullah Gül']"
187,South Africa,"Arrest, detain, or charge with legal action",Men (South Africa),2014-01-18,"['Member of Parliament (South Africa)', 'Religion (India)', 'Philip Boedoro', 'Police (Sudan)', 'South Africa', 'Activist (Syria)', 'Catherine Ashton', 'National Iranian Tanker Company', 'Hemant Soren', 'Men (New Zealand)']"
188,South Korea,Engage in diplomatic cooperation,Japan,2014-12-29,"['Japan', 'Government Official (Japan)', 'Defense / Security Ministry (Nigeria)', 'South Korea', 'Angola', 'Arseniy Yatsenyuk', 'Party Member (Afghanistan)', 'France', 'Philip Hammond', 'Illegal Immigrant (Kenya)']"
189,Sergey Viktorovich Lavrov,Express intent to cooperate,Cabinet / Council of Ministers / Advisors (United States),2014-02-28,"['Head of Government (Qatar)', 'Defense / Security Ministry (Egypt)', 'Serbia', 'Police (Egypt)', 'Frank Bainimarama', 'Religion (India)', 'Cleric (Iraq)', 'Sergey Viktorovich Lavrov', 'Justice Department/Ministery (Libya)', 'International Monetary Fund']"
190,Thief (India),Use unconventional violence,Citizen (India),2014-05-21,"['Citizen (India)', 'United Russia', 'Religion (India)', 'Criminal (Italy)', 'Thief (India)', 'Combatant (Islamic State of Iraq and the Levant)', 'Military Personnel (Canada)', 'Xi Jinping', 'Prem Tinsulanonda', 'Dmitry Anatolyevich Medvedev']"
191,Mohammad Javad Zarif,"Impose embargo, boycott, or sanctions",Iran,2014-02-07,"['Iran', 'Abdelilah Benkirane', 'China', 'National Unity Party (Somalia)', 'Special Rapporteurs of the United Nations', 'Mohammad Javad Zarif', 'Bhutan', 'Employee (India)', 'Medical Personnel (Jordan)', 'Gjorge Ivanov']"
192,North Korea,Demonstrate military or police power,Middle East,2014-08-15,"['Colombia', 'Nigerian Bar Association', 'Other Authorities / Officials (Guinea)', 'Constitutional Court (Romania)', 'North Korea', 'Michael Sata', 'Carrie Lam', 'Tuvalu', 'Algirdas Butkevičius', 'African Union']"
193,Iraq,Host a visit,Foreign Affairs (United States),2014-12-05,"['Main Opposition (Turkey)', 'Congress (United States)', 'Foreign Affairs (Ukraine)', 'Government (Africa)', 'Victoria Nuland', 'Business (Russia)', 'Monastery (China)', 'Muslim (Nigeria)', 'Iraq', 'Oommen Chandy']"
194,Citizen (Kenya),Accuse,Governor (Kenya),2014-08-18,"['Michael Sata', 'John Dramani Mahama', 'Cameroon', 'Kisii', '""Uganda People\\\'s Defence Force""', 'Royal Administration (Saudi Arabia)', 'Robert Hughes', 'Citizen (Kenya)', 'William Ruto', 'Party Member (Japan)']"
195,Xi Jinping,Consult,Barack Obama,2014-07-17,"['Barack Obama', 'Trade Union Congress', 'Sheikh Hamad bin Isa al Khalifah', 'Citizen (Brazil)', 'Isaias Afewerki', 'Xi Jinping', 'Head of Government (China)', 'Ministry (Venezuela)', 'Ministry (Egypt)', 'Massoud Barzani']"
196,Tanzania,Impose restrictions on political freedoms,Citizen (Tanzania),2014-10-03,"['Protester (Kyrgyzstan)', 'Interfax', 'Armed Rebel (Syria)', 'Khalid bin Ali Al Khalifa', 'UN Security Council', 'Andrej Kiska', 'Greenpeace', 'Citizen (Nigeria)', 'Tanzania', 'Protester (Paraguay)']"
197,Tehrik-i-Taliban Pakistan,Use conventional military force,Education (Pakistan),2014-12-20,"['Oman', 'Evangelos Venizelos', 'Prayuth Chan-ocha', 'Tamar Beruchashvili', 'Ministry (Nigeria)', 'Criminal (Australia)', 'Tehrik-i-Taliban Pakistan', 'Chris Murphy', 'Education Ministry (United Arab Emirates)', 'Militant (Turkey)']"
198,Police (Philippines),Make statement,Philippines,2014-12-06,"['United Arab Emirates', 'Victor Ponta', 'Philippines', 'Education (United States)', 'Ministry (France)', 'Member of Parliament (Germany)', 'Armed Forces of the Republic of Armenia', 'Police (Philippines)', 'Media (Africa)', 'Kuwait']"
199,Afghan National Army,Cooperate militarily,National Directorate of Security,2014-09-15,"['Armed Gang (Djibouti)', 'Xi Jinping', 'Romania', 'Citizen (Saudi Arabia)', 'Tsai Ing-wen', 'Military Personnel - Special (Mexico)', 'Pavlo Klimkin', 'Businessperson (Mauritania)', 'Royal Administration (Saudi Arabia)', 'Afghan National Army']"
200,Muhammadu Buhari,"Accuse of crime, corruption",Government (Nigeria),2014-12-09,"['Legislature (Argentina)', 'Newspaper (Japan)', 'National Council for Peace and Order of Thailand', 'Treasury/Finance Ministry (Bangladesh)', 'Lawmaker (Indonesia)', 'Mexico', 'Peacekeeping Troop (Central African Republic)', 'Head of Government (Nigeria)', 'Ng Eng Hen', 'Muhammadu Buhari']"
201,Iran,Host a visit,Catherine Ashton,2014-03-15,"['Veterans (United States)', 'Greenpeace', 'Presidential Press Service (Nigeria)', 'Business (Bulgaria)', 'Activist (Syria)', 'International Court of Justice', 'Iran', 'Verkhovna Rada', 'Sudan', 'Mohammad Javad Zarif']"
202,Citizen (Tanzania),Criticize or denounce,Indigenous People (Tanzania),2014-01-10,"['Party Member (Taiwan)', 'Education (United States)', 'Ministry (Liberia)', 'Citizen (Tanzania)', 'Military (El Salvador)', 'Secret Agent (Philippines)', 'Massoud Barzani', 'Head of Government (Ukraine)', 'Muhammadu Buhari', 'Other Authorities / Officials (Guinea)']"
203,Barack Obama,Make statement,Japan,2014-04-22,"['Gjorge Ivanov', 'Japan', 'Other Authorities / Officials (Russia)', 'Kyoto University', 'Lawyer/Attorney (Argentina)', 'François Hollande', 'Cabinet / Council of Ministers / Advisors (Angola)', 'Milos Zeman', 'Canada', 'Barack Obama']"
204,Sergey Viktorovich Lavrov,Consult,John Kerry,2014-12-14,"['John Kerry', 'Akja Nuberdiyeva', 'Legislature (Czech Republic)', 'Muhammadu Buhari', 'Criminal (Italy)', 'Lawyer/Attorney (Argentina)', 'South Korea', 'Head of Government (Nigeria)', 'Kyoto University', 'Sergey Viktorovich Lavrov']"
205,Police (South Africa),"Arrest, detain, or charge with legal action",Men (South Africa),2014-08-14,"['Member of Parliament (South Africa)', 'Religion (India)', 'Philip Boedoro', 'Police (Sudan)', 'Activist (Syria)', 'Catherine Ashton', 'National Iranian Tanker Company', 'Hemant Soren', 'Police (South Africa)', 'Men (New Zealand)']"
206,Umar al Bashir,Make a visit,South Sudan,2014-01-07,"['South Sudan', 'Foreign Affairs (Italy)', 'Member of Parliament (Germany)', 'Police (Belgium)', 'Mohamed Ould Abdel Aziz', 'Mbhazima Samuel Shilowa', 'City Mayor (Ukraine)', 'Head of Government (Afghanistan)', 'Benazir Bhutto', 'Umar al Bashir']"
207,Abdel Fattah Al-Sisi,Engage in negotiation,Envoy (Saudi Arabia),2014-12-21,"['Opposition Supporter (Pakistan)', 'Government (Syria)', 'International Court of Justice', 'Inter-Services Intelligence', 'Mexico', 'Special Rapporteurs of the United Nations', 'Employee (Philippines)', 'High Ranking Military Personnel (Nigeria)', 'Abdel Fattah Al-Sisi', 'Pierre Laurent']"
208,Police (Australia),"Arrest, detain, or charge with legal action",Women (Australia),2014-11-14,"['Foreign Affairs (United States)', 'Sergey Viktorovich Lavrov', 'Army Personnel (Egypt)', 'Citizen (Germany)', 'Women (Australia)', 'Representatives (Slovakia)', 'Police (Australia)', 'Independent High Electoral Commission', 'Government (United States)', 'Business (Bulgaria)']"
209,Canada,Meet at a 'third' location,Barack Obama,2014-02-20,"['Head of Government (Brazil)', 'Abdelilah Benkirane', 'Barack Obama', 'Defense / Security Ministry (Russia)', 'Web Site (Lithuania)', 'John Momis', 'Canada', 'China', 'National Security and Intelligence Services', 'Prem Tinsulanonda']"
210,Foreign Affairs (United States),Make a visit,Morocco,2014-12-06,"['Murtala Nyako', 'Moro Islamic Liberation Front', 'Paul Kagame', 'Business (Poland)', 'Interfax', 'Mohamed Ibn Chambas', 'Military Personnel - Special (Algeria)', 'Morocco', 'Foreign Affairs (United States)', 'Military Personnel (Paraguay)']"
211,Ministry (Iran),Consult,Business (Austria),2014-01-27,"['John Odigie-Oyegun', 'Business (Uruguay)', 'Progressive Party (Nigeria)', 'Local Media (Brazil)', 'Ministry (Iran)', 'Nasser Judeh', 'Military Personnel (Uganda)', 'Svoboda', 'Volodymyr Konstantynov', 'Evangelos Venizelos']"
212,Ireland,Host a visit,Iranian Parliament,2014-09-24,"['Senate (United Kingdom)', 'Police (Israel)', 'Gjorge Ivanov', 'Head of Government (Ukraine)', 'UN Security Council', 'International Monetary Fund', '""Citizen (Cote d\\\'Ivoire)""', 'Ryoo Kihl-jae', 'Evo Morales', 'Ireland']"
213,Police (Israel),"Arrest, detain, or charge with legal action",Criminal (Israel),2014-06-11,"['Angela Merkel', 'Ng Eng Hen', 'Ram Gopal Yadav', 'New Zealand', 'European Parliament', 'Police (Israel)', 'Morgan Tsvangirai', 'Head of Government (Mongolia)', 'Government (Sweden)', 'High Ranking Military Personnel (United Kingdom)']"
214,Police (Australia),"Return, release person(s)",Citizen (Australia),2014-05-21,"['Citizen (Australia)', 'Member of Parliament (Germany)', 'Dmitry Anatolyevich Medvedev', 'Police (Australia)', 'Lawyer/Attorney (United States)', 'Public Prosecutor (Greece)', 'Shahin Mustafayev', 'Trade Union Congress', 'Anandiben Patel', 'Colombia']"
215,China,Make an appeal or request,Japan,2014-05-06,"['Japan', 'Armed Rebel (Ukraine)', 'Professor (Fiji)', 'Police (Ethiopia)', 'China', 'Citizen (Germany)', 'Israeli Defense Forces', 'Laos', 'Civic Group (India)', 'Milos Zeman']"
216,China,Make an appeal or request,Japan,2014-04-17,"['Japan', 'Armed Rebel (Ukraine)', 'Professor (Fiji)', 'Police (Ethiopia)', 'China', 'Citizen (Germany)', 'Israeli Defense Forces', 'Laos', 'Civic Group (India)', 'Milos Zeman']"
217,Pervez Musharraf,Deny responsibility,Special Court (Pakistan),2014-04-01,"['Military Personnel (Afghanistan)', 'Tsai Ing-wen', 'Middle East', 'Pakistan Tehreek-e-Insaf', 'National Union Party (Romania)', 'Pervez Musharraf', 'Population (Angola)', 'Senate (United Kingdom)', 'Foreign Affairs (Italy)', 'Military (El Salvador)']"
218,William Ruto,Threaten,Citizen (Kenya),2014-11-25,"['Nuri al-Maliki', 'Simbarashe Mumbengegwi', 'Media (Africa)', 'Citizen (Kenya)', 'Didier Burkhalter', 'Oommen Chandy', 'Head of Government (India)', 'William Ruto', 'Medical Personnel (Jordan)', 'Military (Argentina)']"
219,China,Express intent to cooperate,Vietnam,2014-11-10,"['Vietnam', 'Colombia', 'Government (Pakistan)', 'China', 'Military (El Salvador)', 'Foreign Affairs (Italy)', 'Media (Zimbabwe)', 'Lawmaker (Russia)', 'High Commission for Refugees', 'Ministry (Russia)']"
220,National Council for Peace and Order of Thailand,Use unconventional violence,Citizen (Thailand),2014-06-18,"['Citizen (Thailand)', 'Election Commission (India)', 'Thailand', 'Head of Government (Ukraine)', 'Constitutional Court (Slovakia)', 'National Council for Peace and Order of Thailand', 'Foreign Affairs (Italy)', 'Israeli Defense Forces', 'Food and Agriculture Organization', 'Abdul Aziz']"
221,Military (Thailand),Use tactics of violent repression,Protester (Thailand),2014-05-23,"['Police (Ethiopia)', 'Secretariat (Nigeria)', 'Treasury/Finance Ministry (Thailand)', 'Ministry (Czech Republic)', 'Nigerian Navy', 'Tourist (Colombia)', 'Military Personnel (Libya)', 'Agence France-Presse', 'Military (North Korea)', 'Military (Thailand)']"
222,Philippines,"Arrest, detain, or charge with legal action",Criminal (Philippines),2014-11-13,"['Criminal (Philippines)', 'Alexander Lukashevich', 'Angola', 'Vietnam', 'Marziyeh Afkham', 'Jeff Seeney', 'Men (Tajikistan)', 'Philippines', 'Oommen Chandy', 'Ma Ying Jeou']"
223,Iran,Host a visit,Military (China),2014-09-22,"['""Citizen (Cote d\\\'Ivoire)""', 'Kim Jong-Un', 'Government (Syria)', 'Viktor Orban', 'Khalid bin Ali Al Khalifa', 'Iran', 'Ion Iliescu', 'Citizen (Bangladesh)', 'Political Parties (Haiti)', 'Gary Quinlan']"
224,Canada,Host a visit,Tahirul Qadri,2014-11-13,"['Detainee (Lebanon)', 'Rana Sanaullah', 'Abdullah Gül', 'Moro Islamic Liberation Front', 'Canada', 'Police (Jordan)', 'Business (Russia)', 'North Atlantic Treaty Organization', 'Ministry (Nigeria)', 'Development Council (Nigeria)']"
225,Victor Ponta,Consult,Ministry (Romania),2014-02-26,"['Ministry (Romania)', 'Lawmaker (Argentina)', 'Medical Personnel (Jordan)', 'Hun Sen', 'National Union Party (Romania)', 'Chris Murphy', 'Hafiz Rashid', 'Frank Bainimarama', 'Victor Ponta', 'International Court of Justice']"
226,Protester (Egypt),"Protest violently, riot",Police (Egypt),2014-07-05,"['Police (Burundi)', 'Abdel Fattah Al-Sisi', 'Sudan', 'Greenpeace', 'Protester (Egypt)', 'Nicos Anastasiades', 'Ministry (Egypt)', 'Cabinet / Council of Ministers / Advisors (Somalia)', 'Lawmaker (Indonesia)', 'Independent Corrupt Practices Commission']"
227,South Africa,"Arrest, detain, or charge with legal action",Men (South Africa),2014-11-14,"['Member of Parliament (South Africa)', 'Religion (India)', 'Philip Boedoro', 'Police (Sudan)', 'South Africa', 'Activist (Syria)', 'Catherine Ashton', 'National Iranian Tanker Company', 'Hemant Soren', 'Men (New Zealand)']"
228,Citizen (Nigeria),Accuse,Government (Nigeria),2014-06-16,"['Congress of South African Trade Unions', 'Anabela Rodrigues', 'Carrie Lam', 'Government (Nigeria)', 'Citizen (Nigeria)', 'Daniel Scioli', 'Oman', 'Foreign Affairs (Hungary)', 'Ethiopia', 'Head of Government (India)']"
229,Citizen (Indonesia),Demand,Police (Indonesia),2014-06-04,"['Police (Indonesia)', 'Ayman Farid Abu-Hadid', 'Anandiben Patel', 'Defense / Security Ministry (Italy)', 'Central Bank (Russia)', 'Trade Union Congress', 'Citizen (Indonesia)', 'Treasury/Finance Ministry (Thailand)', 'Qatar', 'Police (Benin)']"
230,Military Personnel (Afghanistan),Use conventional military force,Associated Press,2014-04-10,"['Umar al Bashir', 'Government (Syria)', 'Opposition Coalition (Sudan)', 'National Anti-Corruption Commission (Thailand)', 'Vietnam', 'Inter-Services Intelligence', 'Director General (Cambodia)', 'Military Personnel (Afghanistan)', 'Togo', 'Arnaud Montebourg']"
231,South Africa,Sign formal agreement,China,2014-11-13,"['China', 'Abdul Aziz', 'Hezbollah', 'Mikhail Margelov', 'Citizen (Namibia)', 'South Africa', 'Combatant (Syrian Kurds)', 'Foreign Affairs (Israel)', 'Foreign Affairs (Macedonia)', 'City Mayor (South Africa)']"
232,Military (Turkey),Use tactics of violent repression,Protester (Turkey),2014-03-11,"['Abdullah Gül', 'Government (Africa)', 'Morocco', 'Military (Turkey)', 'Foreign Affairs (Russia)', 'National Anti-Corruption Commission (Thailand)', 'Alexis Tsipras', 'Security Service of Ukraine', 'Member of Legislative (Govt) (India)', 'Daniel Scioli']"
233,John Kerry,Engage in negotiation,Mohammad Javad Zarif,2014-09-22,"['Mohammad Javad Zarif', 'National Council for Peace and Order of Thailand', 'Ireland', 'John Kerry', 'Abdullah Gül', 'Government (Pakistan)', 'Other Authorities / Officials (Nigeria)', 'People Associated with the Opposition (Ukraine)', 'Riek Machar', 'Military Personnel (Paraguay)']"
234,Citizen (Australia),Use unconventional violence,Police (Australia),2014-01-30,"['Election Commission (India)', 'Police (Australia)', 'Men (United Kingdom)', 'Food and Agriculture Organization', 'Citizen (Australia)', 'Student (Venezuela)', 'Party Member (Jordan)', 'Defense / Security Ministry (Nigeria)', 'Toomas Hendrik Ilves', 'Sadayuki Sakakibara']"
235,Japan,Host a visit,Barack Obama,2014-05-04,"['Bank (Iran)', 'Citizen (Brazil)', 'Angela Merkel', 'Barack Obama', 'Sheikh Hamad bin Isa al Khalifah', 'Israeli Defense Forces', 'Sudan', 'Ma Ying Jeou', 'Children (Israel)', 'Japan']"
236,Thief (India),Use unconventional violence,Citizen (India),2014-04-18,"['Citizen (India)', 'United Russia', 'Religion (India)', 'Criminal (Italy)', 'Thief (India)', 'Combatant (Islamic State of Iraq and the Levant)', 'Military Personnel (Canada)', 'Xi Jinping', 'Prem Tinsulanonda', 'Dmitry Anatolyevich Medvedev']"
237,Vlad Filat,Make statement,Liberal Party (Moldova),2014-12-01,"['Head of Government (Ethiopia)', 'Member of Parliament (Australia)', 'Arseniy Yatsenyuk', 'Justice Department/Ministery (Libya)', 'Angola', 'Vlad Filat', 'Ethiopia', 'Myanmar', 'Dimeji Bankole', 'Men (United States)']"
238,South Korea,Consult,Japan,2014-03-30,"['Japan', 'Mbhazima Samuel Shilowa', 'National Council for Peace and Order of Thailand', 'Election Commission (India)', 'South Korea', 'Head of Government (Poland)', 'Member of the Judiciary (Turkey)', 'Slovenia', 'Niger', 'Military (Middle East)']"
239,Xi Jinping,Make a visit,South Korea,2014-07-05,"['South Korea', 'Myanmar', 'Foreign Affairs (Italy)', 'Independent Corrupt Practices Commission', 'Ministry (Tunisia)', 'Inter-Services Intelligence', 'Xi Jinping', 'Lawmaker (Russia)', 'Mary Robinson', 'Amnesty International']"
240,China,Make an appeal or request,Japan,2014-07-15,"['Japan', 'Armed Rebel (Ukraine)', 'Professor (Fiji)', 'Police (Ethiopia)', 'China', 'Citizen (Germany)', 'Israeli Defense Forces', 'Laos', 'Civic Group (India)', 'Milos Zeman']"
241,Protester (Egypt),"Protest violently, riot",Police (Egypt),2014-03-01,"['Police (Burundi)', 'Abdel Fattah Al-Sisi', 'Sudan', 'Greenpeace', 'Protester (Egypt)', 'Nicos Anastasiades', 'Ministry (Egypt)', 'Cabinet / Council of Ministers / Advisors (Somalia)', 'Lawmaker (Indonesia)', 'Independent Corrupt Practices Commission']"
242,South Korea,Express intent to engage in diplomatic cooperation (such as policy support),North Korea,2014-10-03,"['North Korea', 'High Ranking Military Personnel (United Kingdom)', 'Opposition Supporter (Pakistan)', 'South Korea', 'Military (Argentina)', 'International Court of Justice', 'Militant (International)', 'Al Jazeera', 'Iran', 'Xi Jinping']"
243,Citizen (India),Make an appeal or request,Election Commission (India),2014-06-17,"['Election Commission (India)', 'Sergey Viktorovich Lavrov', 'Business (Bulgaria)', 'Secret Agent (Philippines)', 'Lawmaker (Indonesia)', 'Citizen (India)', 'Intelligence (United States)', 'Michael Sata', 'Head of Government (Poland)', 'Government (Sudan)']"
244,UN Security Council,Criticize or denounce,North Korea,2014-03-31,"['North Korea', 'Abdul Aziz', 'Governor (Kenya)', 'Heydar Aliyev', 'UN Security Council', 'Head of Government (Kosovo)', 'Special Rapporteurs of the United Nations', 'Jean-Yves Le Drian', 'Michael D. Higgins', 'South Sudan']"
245,Israeli Defense Forces,fight with small arms and light weapons,"Children (Palestinian Territory, Occupied)",2014-03-26,"['Government (Sweden)', 'Police (Benin)', 'Inter-Services Intelligence', 'Israeli Defense Forces', 'Laos', 'Human Rights Group (Malaysia)', 'Ministry (Czech Republic)', 'Chief Court Judge (Malaysia)', 'Congress (Nigeria)', 'Royal Administration (Jordan)']"
246,Police (South Africa),Discuss by telephone,Murderer (South Africa),2014-04-08,"['Iran Khodro Company', 'Inter-Services Intelligence', 'Abhisit Vejjajiva', 'Foreign Affairs (Malaysia)', 'Government (Palestinian Territory', 'Occupied)', 'Gjorge Ivanov', 'Congo', 'Air Force (Taiwan)', 'Police (South Africa)', 'Government (Croatia)']"
247,Israeli Defense Forces,fight with small arms and light weapons,"Children (Palestinian Territory, Occupied)",2014-01-02,"['Government (Sweden)', 'Police (Benin)', 'Inter-Services Intelligence', 'Israeli Defense Forces', 'Laos', 'Human Rights Group (Malaysia)', 'Ministry (Czech Republic)', 'Chief Court Judge (Malaysia)', 'Congress (Nigeria)', 'Royal Administration (Jordan)']"
248,Thief (India),Physically assault,Citizen (India),2014-07-15,"['Citizen (India)', 'Villager (India)', 'Rioter (Myanmar)', 'Thief (India)', 'Cambodia', 'Media Personnel (Australia)', 'Head of Government (China)', 'Emrullah Isler', 'Party Member (Taiwan)', 'Armed Gang (Djibouti)']"
249,South Korea,Engage in diplomatic cooperation,Japan,2014-03-09,"['Japan', 'Government Official (Japan)', 'Defense / Security Ministry (Nigeria)', 'South Korea', 'Angola', 'Arseniy Yatsenyuk', 'Party Member (Afghanistan)', 'France', 'Philip Hammond', 'Illegal Immigrant (Kenya)']"
250,Police (Indonesia),Investigate,Citizen (Indonesia),2014-04-08,"['Citizen (Indonesia)', 'Lawmaker (Indonesia)', 'Employee (Kenya)', 'Ireland', 'Business (Iran)', 'Military Personnel (Paraguay)', 'Police (Indonesia)', 'Nuri al-Maliki', 'János Áder', 'Election Commission (India)']"
251,Ashraf Ghani Ahmadzai,Consult,Abdullah Abdullah,2014-07-03,"['Abdullah Abdullah', 'Defense / Security Ministry (Nigeria)', 'Member of Parliament (Russia)', 'Togo', 'Chief Court Judge (Malaysia)', 'Progressive Movement', 'Court Judge (Yemen)', 'Umar al Bashir', 'Ashraf Ghani Ahmadzai', 'Trade Union Congress']"
252,Police (Philippines),Make statement,Criminal (Philippines),2014-07-10,"['Communist Party of India', 'Abdirahman Ducaale Bayle', 'Criminal (Philippines)', 'Other Authorities / Officials (Libya)', 'Police (Philippines)', 'Foreign Affairs (Liberia)', 'Ukrinform', 'Legislature (Argentina)', 'Muhammadu Buhari', 'Toomas Hendrik Ilves']"
253,China,Make an appeal or request,Japan,2014-12-15,"['Japan', 'Armed Rebel (Ukraine)', 'Professor (Fiji)', 'Police (Ethiopia)', 'China', 'Citizen (Germany)', 'Israeli Defense Forces', 'Laos', 'Civic Group (India)', 'Milos Zeman']"
254,Citizen (India),Criticize or denounce,Member of Parliament (India),2014-10-06,"['Information Ministry (India)', 'Military (Mozambique)', 'Foreign Affairs (South Korea)', 'Foreign Affairs (Russia)', 'Citizen (India)', 'Armenia', 'Ministry (Iran)', 'Marziyeh Afkham', 'Sabah Khaled Al-Hamad Al-Sabah', 'Ministry of Shipping (India)']"
255,China,Consult,South Korea,2014-04-12,"['South Korea', 'Viktor Orban', 'Police (South Africa)', 'Greenpeace', 'City Mayor (Chile)', 'China', 'Citizen (Kenya)', 'International Court of Justice', 'Interfax', 'Citizen (Bangladesh)']"
256,France,Consult,China,2014-07-08,"['China', 'Iraq', 'Mikhail Margelov', 'Military (Lebanon)', 'Armed Rebel (Ukraine)', 'Philippines', 'France', 'Laos', 'Government (Syria)', 'Murtala Nyako']"
257,Government (Kenya),Express intent to engage in diplomatic cooperation (such as policy support),Citizen (Kenya),2014-11-27,"['Majid Takht Ravanchi', 'Government (United States)', 'Abdullah Gül', 'Gabriel Torwua Suswam', 'Militant (Yemen)', 'Government (Kenya)', 'Citizen (Kenya)', 'Interfax', 'Andrej Kiska', 'Other Authorities / Officials (Lebanon)']"
258,Main Opposition (Turkey),Make statement,Justice and Development Party,2014-09-24,"['Armed Rebel (Syria)', 'Mikhail Margelov', 'Laos', 'Citizen (Tanzania)', 'Government (Argentina)', 'Militant (Turkey)', 'Member of the Judiciary (Bangladesh)', 'Children (Philippines)', 'Cristina Fernández de Kirchner', 'Main Opposition (Turkey)']"
259,Citizen (India),Accuse,Medical Personnel (India),2014-03-26,"['Refugee (Chad)', 'Andrej Kiska', 'Criminal (Guatemala)', 'Scholar (Nigeria)', 'Kevin Rudd', 'Foreign Affairs (United States)', 'Member of Parliament (India)', 'Citizen (Mauritania)', 'Government (Kenya)', 'Citizen (India)']"
260,Mahinda Rajapaksa,Express intent to release persons or property,Fishermen (Sri Lanka),2014-10-03,"['Tarun Gogoi', 'Head of Government (Poland)', 'Legislature (Libya)', 'Mahinda Rajapaksa', 'Barnaba Marial Benjamin', 'Laos', 'Ireland', 'Ahmad Fatfat', 'Other Authorities / Officials (China)', 'Nabih Berri']"
