,e1,relation,e2,date,predictions
5803,Sani Abacha,"Arrest, detain, or charge with legal action",Citizen (Nigeria),2014-05-26,"['Media (Africa)', 'Military Personnel (Paraguay)', 'Representatives (Ethiopia)', 'Citizen (India)', 'Combatant (Al-Shabaab)', 'Citizen (Nigeria)', 'Yemi Osinbajo', 'Military Personnel (Uganda)', 'Business (Bulgaria)', 'International Court of Justice']"
5804,Lawyer/Attorney (United States),Make statement,Jonathan Powell,2014-05-07,"['Central Military Commission', 'Central Intelligence Agency', 'Abdul Aziz', 'Professor (France)', 'John Kerry', 'Cristina Fernández de Kirchner', 'Cabinet / Council of Ministers / Advisors (Thailand)', 'Xi Jinping', 'Israeli Defense Forces', 'Colombia']"
5805,Intelligence (India),"Arrest, detain, or charge with legal action",Citizen (India),2014-06-03,"['Citizen (India)', 'Citizen (International)', 'Citizen (Germany)', 'Opposition Supporter (India)', 'Activist (Hungary)', 'Toomas Hendrik Ilves', 'Men (India)', 'UN Security Council', 'Mukhtar Ramalan Yero', 'Business (Russia)']"
5806,Senate (Romania),Consult,Legislature (Romania),2014-01-27,"['Julie Bishop', 'Member of the Judiciary (South Korea)', 'Senate (Romania)', 'Citizen (South Korea)', 'Josh Earnest', 'Presidential Candidate (Argentina)', 'Cabinet / Council of Ministers / Advisors (Senegal)', 'Antonis Samaras', 'Israeli Defense Forces', 'Presidential Candidate (Afghanistan)']"
5807,Nguyen Phu Trong,Engage in symbolic act,Military (Vietnam),2014-01-29,"['Head of Government (Nigeria)', 'Criminal (Australia)', 'Liyel Imoke', 'Legislature (Argentina)', '""Peter O\'Neill""', 'Peacekeeping Troop (Central African Republic)', 'Other Authorities / Officials (Guinea)', 'Citizen (Australia)', 'Citizen (Namibia)', 'Cabinet / Council of Ministers / Advisors (Senegal)']"
5808,Andrej Kiska,Make statement,North Atlantic Treaty Organization,2014-09-05,"['Musa Cerantonio', 'Head of Government (Mexico)', 'Intelligence Chief (Sudan)', 'Pope Francis', 'Eugene Wamalwa', 'Party President (Turkey)', 'Business (Bulgaria)', 'Daniel Mitov', 'Military Personnel (Paraguay)', 'Cameroon']"
5809,Edgars Rinkevics,Consult,Foreign Affairs (Norway),2014-07-30,"['Edgars Rinkevics', 'DPWH', 'Media (Africa)', 'Congress of South African Trade Unions', 'Political Parties (Haiti)', 'Thief (Tonga)', 'Ministry (Venezuela)', 'Military Personnel (Somalia)', 'Citizen (Yemen)', 'Environment Department/Ministry (Jordan)']"
5810,Police (Australia),Use conventional military force,Citizen (Australia),2014-03-10,"['Citizen (Australia)', 'Foreign Affairs (Russia)', 'China', 'Police (Bulgaria)', 'Member of the Judiciary (South Africa)', 'Michael Sata', 'Citizen (Bangladesh)', 'Poland', 'Central Military Commission', 'Media (Kenya)']"
5811,Alexander Kadakin,Make statement,Business (Russia),2014-02-02,"['Ministry (Turkey)', 'Other Authorities / Officials (Vietnam)', 'Malaysia', 'Liberal Democratic Party of Russia', 'Business (Portugal)', 'Bolivia', 'National Coalition for Syrian Revolutionary and Opposition Forces', 'Daniel Russel', 'Treasury/Finance Ministry (Czech Republic)', 'Defense / Security Ministry (Angola)']"
5812,City Mayor (Philippines),Make statement,Philippines,2014-12-05,"['Armed Opposition (Lebanon)', 'Serbia', 'Military Personnel (Thailand)', 'Afghanistan', 'Portugal', 'Other Authorities / Officials (Egypt)', 'Government (Sudan)', 'Giorgio Napolitano', 'Head of Government (India)', 'Children (Zimbabwe)']"
5813,Sudan,Express intent to engage in diplomatic cooperation (such as policy support),South Sudan,2014-11-02,"['Sergey Kuzhugetovich Shoygu', 'Citizen (Namibia)', 'Defense / Security Ministry (Ukraine)', 'Miguel Ángel Osorio Chong', 'Main Opposition (Greece)', 'Indigenous People (Greece)', 'National Council for Peace and Order of Thailand', 'Customs Official (Singapore)', 'Police (Egypt)', 'Colombia']"
5814,Philippines,"Arrest, detain, or charge with legal action",Men (Philippines),2014-04-17,"['Barnaba Marial Benjamin', 'Party Member (United Kingdom)', 'Philippines', 'Nasser Judeh', 'Morgan Tsvangirai', 'Military (Turkey)', 'Military (United Kingdom)', 'Military (South Sudan)', 'Chief of Staff (French Air Force)', 'Preacher (Iran)']"
5815,Armed Rebel (Mali),Use unconventional violence,Military (Mali),2014-11-04,"['Ma Ying Jeou', 'United Arab Emirates', 'Imran Khan', 'Government (Pakistan)', 'China', 'Military Personnel (South Korea)', 'Interfax', 'Royal Administration (Jordan)', 'Benjamin Netanyahu', 'Viktor Orban']"
5816,Nguyen Xuan Phuc,Make statement,Ministry (Vietnam),2014-01-02,"['Peacekeeping Troop (Central African Republic)', 'Shiv Sena', 'Business (Uruguay)', 'Media Personnel (France)', 'Michael Sata', 'Military Personnel - Special (Mexico)', 'Jeff Seeney', 'Nuri al-Maliki', 'South Africa', 'Malaysia']"
5817,Militia (Iraq),Use unconventional violence,Iraq,2014-11-28,"['Hamas', 'Sabah Khaled Al-Hamad Al-Sabah', 'Head of Government (Germany)', 'Head of Government (Qatar)', 'Iraq', 'Indigenous People (Thailand)', 'Augustine Alegeh', 'Grand National Party', 'People Associated with the Opposition (Bahrain)', 'Citizen (Tanzania)']"
5818,Armed Rebel (Yemen),Express intent to cooperate,Combatant (Yemen),2014-10-18,"['Police (Kenya)', 'Police (Belgium)', 'Treasury/Finance Ministry (Czech Republic)', 'Main Opposition (Turkey)', 'Canada', 'Foreign Affairs (Venezuela)', 'Protester (Ukraine)', 'Georgi Purvanov', 'Victoria Nuland', 'Irakli Alasania']"
5819,Likud,Consult,Benjamin Netanyahu,2014-06-23,"['Likud', 'Party Member (Jordan)', 'Nicos Anastasiades', 'Xi Jinping', 'Chris Murphy', 'Olajide Laleye', 'Liberal Democratic Party of Russia', 'Victor Ponta', 'Ng Eng Hen', 'Fula people']"
5820,Prayuth Chan-ocha,Make statement,National Council for Peace and Order of Thailand,2014-07-02,"['Abdullah Gül', 'Muslim (Afghanistan)', 'Takeshi Onaga', 'Religion (India)', 'European Central Bank', 'National Anti-Corruption Commission (Thailand)', 'Prayuth Chan-ocha', 'Police (Australia)', 'Citizen (Yemen)', 'Children (Zimbabwe)']"
5821,Employee (Bosnia and Herzegovina),Use conventional military force,Police (Bosnia and Herzegovina),2014-02-06,"['Cleric (Nigeria)', 'Abdul Aziz', 'Other Authorities / Officials (Guinea)', 'Iraq', 'Antonis Samaras', 'Ion Iliescu', 'Government Official (United States)', 'Women (Angola)', 'Ma Ying Jeou', 'Abdullah Abdullah']"
5822,Armed Gang (Thailand),Use unconventional violence,Children (Thailand),2014-02-25,"['Mbhazima Samuel Shilowa', 'Lulzim Basha', 'Indigenous People (Syria)', 'Carlos Raúl Morales', 'Citizen (Brazil)', 'Local Media (Brazil)', 'People Associated with the Opposition (Bahrain)', 'Representatives (International)', 'Shura Council', 'Tamar Beruchashvili']"
5823,Lawmaker (Hong Kong),Engage in material cooperation,Student (Hong Kong),2014-10-09,"['Uhuru', 'Population (Angola)', 'Health Ministry (Sri Lanka)', 'Treasury/Finance Ministry (Bangladesh)', 'Military (Lebanon)', 'Men (Venezuela)', 'Cameroon', 'Afghanistan', 'Chris Murphy', 'Foreign Affairs (India)']"
5824,Liu Yandong,Express intent to meet or negotiate,France,2014-09-11,"['Iran', 'Armed Rebel (Syria)', 'Foreign Affairs (Malaysia)', 'Ministry (Tunisia)', 'Labor Party (United Kingdom)', 'Dmitry Anatolyevich Medvedev', 'Indigenous People (Malawi)', 'Party Member (Afghanistan)', 'Kyoto University', 'Asang Laol']"
5825,Iran,Host a visit,Ertharin Cousin,2014-01-22,"['Iran', 'Jeff Seeney', 'Eugene Wamalwa', 'National Security and Intelligence Services', 'Mary Robinson', 'National Anti-Corruption Commission (Thailand)', 'Vietnam', '""Citizen (Cote d\'Ivoire)""', 'Tajikistan', 'National Alliance (Iraq)']"
5826,Qin Gang,Make statement,China,2014-05-21,"['Dmitry Olegovich Rogozin', 'Interfax', 'Defense / Security Ministry (Italy)', 'Ivan Gasparovic', 'Scientist (China)', 'Abdelilah Benkirane', 'High Ranking Military Personnel (Jordan)', 'Military Personnel (India)', 'Tsai Ing-wen', 'Ng Eng Hen']"
5827,Lien Chan,Host a visit,Xi Jinping,2014-02-18,"['Abdelilah Benkirane', 'Delyan Peevski', 'Foreign Affairs (Norway)', 'Military Personnel - Special (Mexico)', 'United Arab Emirates', 'Hemant Soren', 'Shura Council', 'South Korea', 'Ayman Farid Abu-Hadid', 'Gamini Peiris']"
5828,Rashtriya Swayamsevak Sangh,Appeal for diplomatic cooperation (such as policy support),Indigenous People (India),2014-04-06,"['Kidnapper (Indonesia)', 'Religion (India)', 'Bhutan', 'Alexander Lukashevich', 'Government Official (Japan)', 'Ng Eng Hen', 'Criminal (Philippines)', 'Military Academy (North Korea)', 'Medical Personnel (Jordan)', 'Justice and Development Party']"
5829,Member of Parliament (Iraq),Consult,Nuri al-Maliki,2014-10-14,"['European Central Bank', 'Web Site (Lithuania)', 'Nasser Judeh', 'Cristina Fernández de Kirchner', 'Militant (Turkey)', 'Military Personnel (Afghanistan)', 'Indigenous People (North Korea)', 'Independent Democratic Action', 'Sudan', 'Armed Gang (Egypt)']"
5830,Police (Indonesia),Investigate,Men (Indonesia),2014-09-16,"['Police (Indonesia)', 'Insurgent (Afghanistan)', 'All India Sikh Students Federation', 'African Union', 'Citizen (Mali)', 'Thailand', 'Abdullah Gül', 'Nasser Judeh', 'Waseda University', 'Angola']"
5831,Nigerian Bar Association,Consult,Olisa Agbakoba,2014-01-23,"['Canada', 'Nigerian Bar Association', 'Government (Argentina)', 'John Dramani Mahama', 'Asang Laol', 'Abu Sayyaf', 'Shura Council', 'Ministry (Tunisia)', 'Ryoo Kihl-jae', 'Tamar Beruchashvili']"
5832,John Kerry,Make statement,Iraq,2014-12-04,"['John Kerry', 'Nasser Judeh', 'Police (Ethiopia)', 'Armed Band (Philippines)', 'Gambia', 'Arseniy Yatsenyuk', 'National Council for Peace and Order of Thailand', 'Chief of Staff (French Air Force)', 'Lawmaker (Indonesia)', 'Tajikistan']"
5833,Malala Yousafzai,Express intent to meet or negotiate,Canada,2014-10-11,"['""Citizen (Cote d\'Ivoire)""', 'Malawi Electoral Commission', 'High Commission for Refugees', 'Isaias Afewerki', 'Combatant (Al Qaeda)', 'Member of Parliament (Germany)', 'Morocco', 'Government (Pakistan)', 'Uhuru', 'Ministry (Liberia)']"
5834,Martin Lomuro,Make an appeal or request,Government (Kenya),2014-05-06,"['Special Rapporteurs of the United Nations', 'Joseph Ole Lenku', 'Citizen (Hungary)', 'Moro Islamic Liberation Front', 'Joseph Robinette Biden', 'Citizen (Mali)', 'Jakaya Mrisho Kikwete', 'Legislature (Russia)', 'Irakli Alasania', 'Defense / Security Ministry (Italy)']"
5835,France,Host a visit,John Kerry,2014-10-13,"['France', 'Sergey Kuzhugetovich Shoygu', 'Ministry (Egypt)', 'Armenia', 'Media (India)', 'Main Opposition (Turkey)', 'Royal Administration (Jordan)', 'Protester (Thailand)', 'Pervez Musharraf', 'Raheel Sharif']"
5836,Barack Obama,Express intent to engage in diplomatic cooperation (such as policy support),Colombia,2014-10-13,"['Barack Obama', 'Militant (Iraq)', 'International Court of Justice', 'Gideon Gono', 'Foreign Affairs (Norway)', 'Head of Government (India)', 'Slovenia', 'Raheel Sharif', 'Joseph Robinette Biden', 'Military (Brazil)']"
5837,Japan,Express intent to meet or negotiate,South Korea,2014-07-19,"['Zhang Dejiang', 'Japan', 'Citizen (United Kingdom)', 'Raúl Castro', 'Lawyer/Attorney (Argentina)', 'Middle East', 'Defense / Security Ministry (Angola)', 'Police (Burundi)', 'Ministry (Nigeria)', 'Rauf Aregbesola']"
5838,César Villanueva,Investigate,Nadine Heredia,2014-05-04,"['Media Personnel (Pakistan)', 'Riek Machar', 'Akhilesh Yadav', 'Romania', 'Criminal (Tanzania)', 'Ministry (Venezuela)', 'Member of Parliament (Middle East)', 'Other Authorities / Officials (Egypt)', 'Rights Activist (Indonesia)', 'Associated Press']"
5839,Raheel Sharif,Consult,Jonathan Greenert,2014-05-13,"['Raheel Sharif', 'Foreign Affairs (Venezuela)', 'Nuri al-Maliki', 'Colombia', 'Newspaper (Japan)', 'Military Personnel (Bahrain)', 'Maldives', 'City Mayor (South Africa)', 'Hemant Soren', 'Media Personnel (Iran)']"
5840,South Africa,"Arrest, detain, or charge with legal action",Men (South Africa),2014-06-10,"['South Africa', 'UN Security Council', 'Ministry (Malaysia)', '""Uganda People\'s Defence Force""', 'Military (Turkey)', 'Head of Government (Poland)', 'Vietnam', 'Serbia', 'Citizen (Uganda)', 'Mary Robinson']"
5841,Head of Government (Senegal),Make an appeal or request,Military (Senegal),2014-03-28,"['Combatant (Islamic State of Iraq and the Levant)', 'Peacekeeping Troop (Central African Republic)', 'Agence France-Presse', 'Kayode Fayemi', 'Secret Agent (Philippines)', 'Cleric (Iraq)', 'Robert Hughes', 'Civic Group (India)', 'Dino Bouterse', 'Head of Government (Greece)']"
5842,Citizen (Bangladesh),Accuse,Sheikh Hasina Wajed,2014-08-23,"['Philip Hammond', 'Warren Truss', 'Cambodia', 'Public Prosecutor (Greece)', 'Presidential Press Service (Nigeria)', 'Iraq', 'Iran Khodro Company', 'Military (Thailand)', 'Kevin Rudd', 'Citizen (Chechnya)']"
5843,China,Make pessimistic comment,Afghanistan,2014-07-18,"['China', 'Sudan', 'Somali National Army', 'Canada', 'Protester (Yemen)', 'Kuwait', 'Tony Blair', 'Philippines', 'Public Prosecutor (Greece)', 'Agence France-Presse']"
5844,Central Reserve Police Force,Express intent to provide humanitarian aid,Citizen (India),2014-09-20,"['Colombia', 'Romania', 'Liyel Imoke', 'Member of the Judiciary (South Korea)', 'Population (Angola)', 'Ministry (Nigeria)', 'Fumio Kishida', 'Julien Paluku Kahongya', 'Chief Court Judge (Malaysia)', 'Greenpeace']"
5845,South Korea,Host a visit,Kim Jong-Un,2014-10-04,"['European Central Bank', 'South Korea', 'Citizen (South Korea)', 'Mary Robinson', 'Uhuru Muigai Kenyatta', 'Citizen (Malaysia)', 'Agence France-Presse', 'Serbia', 'Morgan Tsvangirai', 'Cameroon']"
5846,Professor (Iran),Criticize or denounce,European Parliament,2014-04-06,"['Rauf Aregbesola', 'Prayuth Chan-ocha', 'Media Personnel (Maldives)', 'Men (Venezuela)', 'Military (Central African Republic)', 'Kevin Rudd', 'Citizen (Yemen)', 'Men (Argentina)', 'Combatant (Justice and Equality Movement)', 'People Associated with the Opposition (Russia)']"
5847,Mohammad Javad Zarif,Engage in negotiation,Iraq,2014-08-24,"['Mohammad Javad Zarif', 'Food and Agriculture Organization', 'Mohammad Ali Najafi', 'DPWH', 'Ministry of Shipping (India)', 'High Commission for Refugees', 'Carlos Kuschel Silva', 'Combatant (Islamic State of Iraq and the Levant)', 'Government (Pakistan)', 'African Union']"
5848,Head of Government (Nigeria),Make statement,Labor Union (Nigeria),2014-09-02,"['Military Personnel - Special (Nigeria)', 'Svoboda', 'United Arab Emirates', 'Detainee (Ethiopia)', 'Toomas Hendrik Ilves', 'Member of Parliament (India)', 'Head of Government (Nigeria)', 'Military Academy (North Korea)', 'Government (Sudan)', 'Citizen (South Korea)']"
5849,China,Coerce,Children (China),2014-09-30,"['China', 'Business (Uruguay)', 'Ministry (Venezuela)', 'Kuwait', 'Pope Francis', 'Macky Sall', 'Pervez Musharraf', 'Laos', 'Royal Administration (Spain)', 'Mikhail Margelov']"
5850,Ibrahim Boubacar Keïta,Criticize or denounce,Armed Rebel (Mali),2014-05-20,"['Other Authorities / Officials (Egypt)', 'Military Personnel (Paraguay)', 'Kevin Rudd', 'Robert Hughes', 'Government (Argentina)', 'Liyel Imoke', 'National Anti-Corruption Commission (Thailand)', 'Gjorge Ivanov', 'Presidential Press Service (Nigeria)', 'Military Personnel (Mali)']"
5851,Senate (Argentina),Make statement,Government (Argentina),2014-04-17,"['Member of Parliament (Germany)', 'Serbia', 'Businessperson (Italy)', 'Education (United States)', 'Tamar Beruchashvili', 'Citizen (Germany)', 'Legislature (Argentina)', 'Envoy (United Kingdom)', 'Andriy Klyuyev', 'Military (Thailand)']"
5852,Men (Mexico),Use unconventional violence,Police (United States),2014-01-24,"['Poland', 'Citizen (United Kingdom)', 'Ma Ying Jeou', 'Governor (Kenya)', 'Arab Israelis', 'Party Member (Jordan)', 'Organized Crime (China)', 'Viktor Orban', 'Mary Robinson', 'Government Official (Afghanistan)']"
5853,Julius Malema,Demonstrate or rally,Legislature (South Africa),2014-07-23,"['UN Security Council', 'Agence France-Presse', 'Business (Bulgaria)', 'Senate (South Sudan)', 'Information / Communication / Transparency Ministry (Jordan)', 'Armed Rebel (Syria)', 'Secret Agent (Philippines)', 'Nicos Anastasiades', 'Enrico Letta', 'Citizen (Germany)']"
5854,Mohammad Javad Zarif,Consult,Organisation of Islamic Cooperation,2014-02-14,"['Mohammad Javad Zarif', 'National Council for Peace and Order of Thailand', 'Education (United States)', 'Ministry (Norfolk Island)', 'City Mayor (South Africa)', 'Malaysia', 'Shiv Sena', 'Medical Personnel (Jordan)', 'Doctors Without Borders', 'William Ruto']"
5855,Anrijs Matiss,Make statement,Iran,2014-09-15,"['Greenpeace', 'Ministry (Indian Administered Kashmir)', 'Head of Government (Senegal)', 'Mujahideen (Somalia)', 'Yemi Osinbajo', 'United Russia', 'Joseph Kabila', 'Manuel Nunes Júnior', 'Employee (Philippines)', 'Kevin Rudd']"
5856,Amnesty International,Demand,Other Authorities / Officials (Egypt),2014-09-12,"['""Awami (People\'s) League""', 'Amnesty International', 'Colombia', 'Cleric (Iraq)', 'Svoboda', 'Head of Government (Pakistan)', 'Member of Legislative (Govt) (Afghanistan)', 'Head of Government (Egypt)', 'Georgi Purvanov', 'Philippines']"
5857,John Kerry,Consult,Tzipi Livni,2014-01-24,"['John Kerry', 'International Monetary Fund', 'Trade Union Congress', 'Media Personnel (Iran)', 'Muhammadu Buhari', 'Agence France-Presse', 'Shiv Sena', 'Foreign Affairs (Italy)', 'Konstantin Dolgov', 'Professor (France)']"
5858,Sergey Viktorovich Lavrov,Engage in negotiation,Peter Szijjarto,2014-11-19,"['Sergey Viktorovich Lavrov', 'Benjamin Netanyahu', 'Andrej Kiska', 'Council of Europe', 'Milos Zeman', 'Student (Bangladesh)', 'Other Authorities / Officials (Zimbabwe)', 'Fumio Kishida', 'Popular Congress', 'Jakaya Mrisho Kikwete']"
5859,Military Personnel - Special (Afghanistan),Use conventional military force,Militant (Taliban),2014-01-22,"['Member of Parliament (Germany)', 'Interfax', 'Citizen (Brazil)', 'Party Member (Afghanistan)', 'Settler (Israel)', 'Gambia', 'Legislature (Italy)', 'Citizen (Venezuela)', 'Head of Government (Poland)', 'Militant (Taliban)']"
5860,Citizen (Nigeria),Criticize or denounce,Boko Haram,2014-05-16,"['Military Personnel (Bahrain)', 'Kim Jong-Un', 'Ryoo Kihl-jae', 'Other Authorities / Officials (Egypt)', 'Governor (Japan)', 'Citizen (Nigeria)', 'Business (Bulgaria)', 'François Hollande', 'Citizen (Cape Verde)', 'Shura Council']"
5861,Pier Ferdinando Casini,Make a visit,Iran,2014-01-07,"['Iran', 'Malawi Electoral Commission', 'Head of Government (Egypt)', 'Member of Parliament (Sri Lanka)', 'Mikhail Margelov', 'Head of Government (Afghanistan)', 'Morocco', 'Detainee (Lebanon)', 'Michael Sata', 'European Central Bank']"
5862,Ministry (Nigeria),Consult,Rauf Aregbesola,2014-02-27,"['Ministry (Nigeria)', 'Head of Government (Brazil)', 'Foreign Affairs (Macedonia)', 'Treasury/Finance Ministry (Bangladesh)', 'Ministry (Russia)', 'Media Personnel (Poland)', 'Citizen (Venezuela)', 'Children (Philippines)', 'Eugene Wamalwa', 'Kayode Fayemi']"
5863,Defense / Security Ministry (United States),Make a visit,Mexico,2014-04-23,"['City Mayor (Argentina)', 'Imran Khan', 'Citizen (Uganda)', 'Moro Islamic Liberation Front', 'Defense / Security Ministry (United States)', 'Emrullah Isler', 'John Kerry', 'Party Member (Taiwan)', 'Eli Yishai', 'Mexico']"
5864,Mevlut Cavusoglu,Express intent to meet or negotiate,Iran,2014-12-16,"['Lawmaker (Indonesia)', 'Abdelilah Benkirane', 'Combatant (Egypt)', 'Member of Parliament (Iran)', 'Colombia', 'Viktor Orban', 'Police (Philippines)', 'High Commission for Refugees', 'Michael Sata', 'Business (Bulgaria)']"
5865,Militant (Iraq),Demonstrate military or police power,Iraq,2014-06-18,"['United Arab Emirates', 'Bhutan', 'Kuwait', 'Treasury/Finance Ministry (Lebanon)', 'Ivan Gasparovic', 'Epeli Nailatikau', 'Antonis Samaras', 'Ministry (Tunisia)', 'Business (Bulgaria)', 'Citizen (Sudan)']"
5866,Head of Government (Nigeria),Make an appeal or request,Citizen (Nigeria),2014-07-18,"['Head of Government (Finland)', 'Head of Government (Mexico)', 'Democratic Party (Nigeria)', 'Head of Government (Nigeria)', 'Agence France-Presse', 'Trade Union Congress', 'Chief of Staff (French Air Force)', 'Criminal (Brazil)', 'Defense / Security Ministry (Nigeria)', 'Office of the United Nations High Commissioner for Human Rights']"
5867,Israeli Defense Forces,fight with small arms and light weapons,Ziyad Abu-Ayn,2014-12-16,"['John Kerry', 'Military Personnel (United States)', 'Media (China)', 'Legislature (Argentina)', '""Peter O\'Neill""', 'Scientist (China)', 'Doctors Without Borders', 'Lawmaker (Lithuania)', 'Abdiweli Sheikh Ahmed', 'Constitutional Court (Slovakia)']"
5868,Michael Hayden,Make statement,Government (United States),2014-10-12,"['Women (Hong Kong)', 'Pakistan Tehreek-e-Insaf', 'Indigenous People (Nigeria)', 'Legislature (Russia)', 'Rafael Correa', 'People Associated with the Opposition (Russia)', 'Religion (India)', 'Government (Madagascar)', 'Tarun Gogoi', 'Raúl Castro']"
5869,Police (Indonesia),Use conventional military force,Citizen (Indonesia),2014-08-27,"['Benjamin Netanyahu', 'Government (Africa)', 'Citizen (Indonesia)', 'Togo', 'Citizen (Brazil)', 'Doctors Without Borders', 'Ministry (Bosnia and Herzegovina)', 'Foreign Affairs (Ukraine)', 'Khalid bin Ali Al Khalifa', 'UN Security Council']"
5870,Jean-Yves Le Drian,Express intent to meet or negotiate,Military (France),2014-01-02,"['Government (Palestinian Territory', 'Occupied)', 'Drug Gang (Uganda)', 'Mohamed Ibn Chambas', 'Nathan Cirillo', 'International Monetary Fund', 'Intelligence (United States)', 'Head of Government (Ukraine)', 'Governor (Venezuela)', 'Student (Iraq)', 'Military (North Korea)']"
5871,Abdullah Abdullah,Express intent to cooperate,Ashraf Ghani Ahmadzai,2014-07-21,"['European Central Bank', 'Kuwait', 'Abdullah Abdullah', 'Ashraf Ghani Ahmadzai', 'Abdul Aziz', 'Ministry of Mining (Zimbabwe)', 'United Russia', 'Displaced Families (Iraq)', 'Tzipi Livni', 'Boko Haram']"
5872,Aam Aadmi Party,Criticize or denounce,Citizen (India),2014-07-23,"['Main Opposition (Turkey)', 'Treasury/Finance Ministry (Thailand)', 'Congress (United States)', 'Citizen (Germany)', 'Fumio Kishida', 'Citizen (India)', 'Lawyer/Attorney (Argentina)', 'Armed Forces of the Republic of Armenia', 'Kisii', 'Military Academy (North Korea)']"
5873,Shimon Peres,Reject,Benjamin Netanyahu,2014-06-11,"['Citizen (Yemen)', 'Togo', 'Head of Government (Senegal)', 'Shura Council', 'Legislature (South Africa)', 'Head of Government (Poland)', 'Head of Government (Pakistan)', 'Inter-Services Intelligence', 'Police (South Africa)', 'Foreign Affairs (Venezuela)']"
5874,Japan,Host a visit,Ministry of Tourism (Croatia),2014-11-12,"['Mbhazima Samuel Shilowa', 'Mohamed Ould Abdel Aziz', 'Citizen (India)', 'Business (Russia)', 'Government Official (Japan)', 'Dinka', 'Bhutan', 'Japan', 'Fumio Kishida', 'Police (Philippines)']"
5875,Citizen (Botswana),Make an appeal or request,Employee (Botswana),2014-11-18,"['Royal Administration (Spain)', 'Abhisit Vejjajiva', 'Villager (India)', 'Michael D. Higgins', 'Muslim (Afghanistan)', 'Business (Canada)', 'Citizen (Bulgaria)', 'National Anti-Corruption Commission (Thailand)', 'Justice Department/Ministery (Sri Lanka)', 'Togo']"
5876,Massoud Barzani,Make an appeal or request,Citizen (Unidentified State Actor),2014-08-12,"['Massoud Barzani', 'Alexander Lukashevich', 'Pope Francis', 'Business (Russia)', 'Legislature (South Africa)', 'Arsen Avakov', 'Association of Southeast Asian Nations', 'Ivan Gasparovic', 'Uhuru Muigai Kenyatta', '""Citizen (Cote d\'Ivoire)""']"
5877,William Ruto,Express intent to cooperate,Government (Kenya),2014-07-13,"['Appeals Court (Sweden)', 'Doctors Without Borders', 'Military (Russia)', 'Ma Ying Jeou', 'Terrorist (Algeria)', 'Businessperson (Tunisia)', 'Uhuru', 'Other Authorities / Officials (Russia)', 'South Africa', 'South Sudan']"
5878,Cameroon,Grant asylum,Citizen (Nigeria),2014-11-12,"['Criminal (Italy)', 'Michael Sata', 'Representatives (Slovakia)', 'Foreign Affairs (Latvia)', 'William Ruto', 'Foreign Affairs (Ukraine)', 'Abdullah Gül', 'Pilgrim (India)', 'Legislature (Argentina)', 'Morocco']"
5879,Royal Administration (Saudi Arabia),Make a visit,France,2014-09-02,"['Interfax', 'Police (United States)', 'New Zealand', 'Didier Burkhalter', 'Population (Angola)', 'Legislature (Lebanon)', 'Treasury/Finance Ministry (Thailand)', 'Michael Sata', 'Ministry (Venezuela)', 'Defense / Security Ministry (Iraq)']"
5880,Didmus Noel Edwin Mutasa,Make an appeal or request,Children (Zimbabwe),2014-06-13,"['Human Rights Watch', 'Rafael Correa', 'Armenia', 'Royal Thai Police', 'Portugal', 'Party Member (Bolivia)', 'Indigenous People (Malawi)', 'Victoria Nuland', 'Military Personnel (Kenya)', 'Anifah Aman']"
5881,Terrorist (Islamic State of Iraq and the Levant),Threaten,Iraq,2014-09-19,"['Iraq', 'Nabih Berri', 'UN Security Council', 'John Baird', 'Defense / Security Ministry (Nigeria)', 'Head of Government (China)', 'Tsai Ing-wen', 'Member of the Judiciary (United Arab Emirates)', 'Head of Government (Afghanistan)', 'Angola']"
5882,Sergey Kuzhugetovich Shoygu,Consult,City Mayor (Ukraine),2014-03-24,"['Sergey Kuzhugetovich Shoygu', 'Sudan', 'Head of Government (Greece)', 'Ministry (Afghanistan)', 'Amit Shah', 'Ma Ying Jeou', 'Government (United States)', 'Central Intelligence Agency', 'The Standard', 'Women (Australia)']"
5883,Police (Philippines),"Arrest, detain, or charge with legal action",Labor Union (Philippines),2014-11-14,"['Police (Philippines)', 'Iraq', 'Military Personnel (Mali)', 'Military Personnel (Bahrain)', 'Mohamed Ould Abdel Aziz', 'Head of Government (Germany)', 'Head of Government (Pakistan)', 'Ireland', 'Ministry (Madagascar)', 'Military Personnel (Kenya)']"
5884,Police (Egypt),Use tactics of violent repression,Protester (Egypt),2014-01-26,"['Nuri al-Maliki', 'Foreign Affairs (United States)', 'Chuck Hagel', 'Head of Government (Poland)', 'Protester (Egypt)', 'Hamas', 'Nasser Judeh', 'Gjorge Ivanov', 'United Russia', 'Education Ministry (United Arab Emirates)']"
5885,Sergey Viktorovich Lavrov,Make statement,ITAR TASS,2014-12-27,"['Sergey Viktorovich Lavrov', 'Emrullah Isler', 'Israeli Defense Forces', 'Indigenous People (Thailand)', 'Paul Kagame', 'Lawyer/Attorney (Australia)', 'Boko Haram', 'Andrej Kiska', 'Inter-Services Intelligence', 'Fumio Kishida']"
5886,Mikhail Sergeyevich Gorbachev,Make an appeal or request,Barack Obama,2014-01-23,"['Khalid bin Ali Al Khalifa', 'Activist (Nigeria)', 'Citizen (India)', 'Education (Costa Rica)', 'Foreign Affairs (Latvia)', 'Treasury/Finance Ministry (Thailand)', 'Mohammad Javad Zarif', 'Citizen (Turkey)', 'Member of the Judiciary (Bangladesh)', 'Phung Quang Thanh']"
